,0,1,2,3,4
0,4.77981343015734,3.388666776591924,3.0392563655323603,4.090306592866367,5.125744674006725
1,4.765099161207818,4.414374071743483,1.5258656819948768,3.1311533346589586,2.104648039719014
2,4.633692218729268,4.8241820781076346,2.37642813299474,3.885550035038456,2.015461202677706
3,4.880608364682394,4.247977936749269,1.5270117847047149,5.273177500152422,1.0037418418072759
4,4.581500678865241,3.5267331490267395,2.784127626467748,6.009087239493251,0.9184892972929102
5,4.6213575854060664,4.06529224151976,1.8337634289581772,3.955653256335519,2.2459664954692404
6,4.472127529968617,3.376043464572288,2.708897208882788,5.739703421798831,1.7855962410889052
7,4.803372849159202,3.4075431537817047,2.347034362373548,2.3137594528352303,0.7892580765977025
8,4.094193702342431,4.2893864624114,2.193550494357468,3.3439038401963357,2.2372601290492935
9,4.632294013116787,3.196327316116568,3.258625696287018,2.537140425776771,5.135178562053417
10,,3.860727136558818,3.5971520379958166,2.3152669436731457,2.2233648912865256
11,,4.265342004292157,3.017904564479262,3.173818818861781,1.8090929635899236
12,,3.55196380638343,3.180290887739193,2.6275360890775703,1.9564692960474142
13,,3.634622449714239,3.0016910125607703,2.854335639746177,1.9769776992251045
14,,2.999761184888271,3.4313285976709795,2.7013180421336402,1.4832896795858683
15,,2.195968497387203,3.294934420079092,3.2846447873895697,2.572435421868719
16,,4.0927704008460095,4.077081167653199,3.105762241574298,1.8469548168499124
17,,3.0154864461336874,3.334334504371224,2.0772733932958833,2.4756153789568542
18,,4.766024807001993,3.819582695967103,3.239653798561786,2.6168978181221387
19,,3.030464355166357,2.411325340334942,3.0941486911609957,1.8144368063439935
20,,3.701354318705498,3.3845251357165793,3.709997671130929,1.2953278841351075
21,,3.9194807809534082,3.0636434769568535,3.9501975610090803,1.6406069547374367
22,,2.7824664219413897,3.6805989984296716,1.6322357327096115,1.1100862734606636
23,,3.4462880311877426,3.8970300498826114,1.4352957962745874,1.3812043918490715
24,,4.389371839374504,3.918883328185229,3.6403953242279266,1.87998698015855
25,,2.9660796777450593,3.247492399812583,1.958425052392617,1.401969061612065
26,,2.222419402391364,4.329853973247099,2.057559823443099,1.757134855729286
27,,2.2823625700630807,3.5260707042054706,1.8115114936954642,1.4294435022939083
28,,2.874678302950895,2.597269892979795,1.9275979008195983,1.3843840629582786
29,,3.1904466985277335,3.847786162370465,3.8587071433711304,1.7646864914631242
30,,3.2210397626299354,,3.232318310685852,2.6234554906545946
31,,2.3739977782231865,,5.403055710142638,1.61970024759384
32,,2.4619364033342213,,2.3282568364313514,2.698561205177725
33,,3.1679605608280244,,3.1394886742460066,2.856192916325177
34,,2.903592785919979,,2.7735774909241515,2.473097022726063
35,,3.0689466499009272,,2.1843900954934212,2.974857439478907
36,,3.5433779874222413,,2.649674378013527,2.9292676371194304
37,,2.5459709724866366,,4.4439853570124805,2.263497525685296
38,,3.5201131397860177,,2.4173245302105957,3.987845854847937
39,,2.9767742173379874,,3.5698470189175446,2.721668718737652
40,,4.71814855328418,,2.5986839296322928,2.0079732129385603
41,,3.3542259291420953,,3.754180807919853,3.8993954574399936
42,,3.5108937999979943,,2.5456827330652056,4.31938643278583
43,,3.6415753040928514,,4.520968601060333,3.264348133579648
44,,3.394139188970059,,2.5280165893221485,1.7414796875230587
45,,3.625367127691317,,3.9323367564623584,2.843510234053916
46,,3.0135719433990937,,2.974795486994378,5.0085844999354965
47,,3.9627372647965515,,2.6823700908475243,4.1492084111473115
48,,3.791211505484072,,1.5412049876194938,4.712327260547273
49,,4.066875471127841,,3.612411136536891,1.8325548242174994
50,,2.5863492571421833,,3.2252620463768062,2.4825010599950046
51,,2.977808391898091,,2.899376882813249,2.104420960667455
52,,2.7680556323873193,,3.756644389664882,2.871488005326152
53,,2.2458020708926316,,3.1423656264579987,3.7002350365554664
54,,2.6253460929521952,,4.851913020991199,4.7357004535727
55,,2.5332207028214295,,3.375350766737295,2.500457594269838
56,,3.550004849904125,,4.179407163810445,3.2854702316262463
57,,2.7955952389887075,,4.271105383205197,4.259826424431421
58,,2.9381882353544584,,2.9729308649561683,2.31728170767452
59,,2.623360161395349,,2.2446364514363073,4.371910627554226
